smiles	RT
CC(C)Cc1cc(-c2nn3c(-c4cccc(F)c4)nnc3s2)n[nH]1	993.4
Cc1cc(N2CC[C@H](NC(O)=Nc3cccc(F)c3)C2=O)ccc1F	882.4
CC(=O)N1CCc2sc(C(=O)N3CCN(c4cc(C)ccc4C)CC3)cc2C1	904.2
CCOCCCN=C(O)Cn1c(=O)c2cccn2c2ccc(F)cc21	711.6
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1	680.4
Cn1c(=O)n(C)c2cc(CNCCc3ccc(Cl)cc3)ccc21	630.0
O=C(Cn1ccc2c(SCc3ccccc3)nccc21)N1CCN(c2ccc(F)cc2)CC1	785.9
CCc1nc2cc(N3CCC(C(=O)Nc4ccc(OC)cc4)CC3)cnc2nc1CC	826.9
Cc1cc(-c2ccc(NC(=O)c3ccsc3)c(C)c2)ccc1N=C(O)c1cccs1	877.9
Cc1cc(C)cc(N=C(O)Cn2c(=O)c3cc(C4CC4)nn3c3ncccc32)c1	836.6
CN(Cc1nc2ccccc2n1Cc1ccc(F)cc1)C(=O)c1ccco1	713.5
O=S(=O)(c1ccc2nncn2c1)N(Cc1ccccc1F)c1ccc2c(c1)OCCO2	745.2
COc1ccc(-c2nnc(-c3ccccc3)o2)cc1S(=O)(=O)N1CCCCC1	1019.5
COc1cccc(CN=C(O)CN2CCc3[nH]c4c(C)c(Cl)ccc4c(=O)c3C2)c1	636.2
COc1ccc(C(=O)Nc2nc(-c3ccc4c(c3)N=C(O)[C@H](C)O4)c(C)s2)cc1	924.0
Cc1cc2n(n1)CCC(=O)N2CCCC(O)=NCCCOC(C)C	618.3
CC(C)c1ccc(Nc2c(-c3ccc(N(C)C)cc3)nc3ncccn23)cc1	819.9
CCCCN1C(=O)[C@@](C)(C(O)=Nc2cc(Cl)ccc2OC)Oc2cccnc21	1229.7
O=C(c1ccco1)N1CCN(c2ccc3cc(S(=O)(=O)N4CCCC4)ccc3n2)CC1	703.6
COc1ccc(N=C(O)[C@@]2(C)Oc3cccnc3N=C2O)c(OC)c1	707.4
CC(C)N=C(O)C1(c2ccc(NS(C)(=O)=O)cc2)CCCCC1	781.8
Cc1nnc(-c2cc(C)n(CC(O)=Nc3cccc(Cl)c3)c2C)o1	805.0
CN(C(=O)Cn1cnc2nc3c(cc2c1=O)CCCC3)c1ccccc1F	722.5
Cc1ccn2cc(-c3ccc(NC(=O)/C=C/c4ccccc4)cc3)nc2n1	673.1
Cc1ccc(CCN=C(O)CN2C(=O)CSc3cccn3-c3ccccc32)cc1	964.6
Cc1ccc2c(c1)N(Cc1nc(-c3ccc(OC(F)(F)F)cc3)no1)C(=O)CO2	1205.8
O=C1/C(=C/c2cc(Br)cc3c2OCOC3)Oc2cc(OC(=O)C3CC3)ccc21	1199.6
Cc1cc(C(=O)Nc2nc3c(s2)CN(C(=O)c2cccn(C)c2=O)CC3)no1	595.3
O=S(=O)(NCCS(=O)(=O)N1CCc2ccccc21)c1cccnc1	700.1
COc1cc(Cc2nc(-c3ccc4nnc(C)n4c3)no2)cc(OC)c1	795.9
Cc1nn(-c2ccc(C(=O)NCc3ccco3)cc2)c2c1C(=O)CC(C)(C)C2	755.9
COc1ccc(Br)c(C(O)=NCC#CCN(C(C)C)C(C)C)c1	566.7
CC(=O)N1CCc2cc(N3C[C@H](C(O)=Nc4cc(Cl)ccc4F)CC3=O)ccc21	767.6
Clc1cc(Cl)cc(-c2ccc(CNCc3ccncc3)o2)c1	649.2
COCCN1CC[C@H](N2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)C1=O	569.8
Cc1cccc(N=C(O)c2ccc3nn(CC(O)=Nc4ccc(C)c(F)c4)c(=O)n3c2)c1	810.1
OC(CSc1cc(N2CCN(c3ccccc3F)CC2)ncn1)=NC1CCCC1	962.6
C#CCSc1nc2ccccc2c2nc(-c3ccncc3)nn12	977.1
O=C(O)c1nnn(-c2ccc3c(c2)OCO3)c1-c1cccnc1	602.3
CCN(CC)S(=O)(=O)c1cc(-c2nc(C(C)C)cs2)sc1C	1268.4
COc1cc([C@H]2CC(=O)c3c(C)nc(N4CCN(C)CC4)nc3C2)cc(OC)c1OC	628.6
O=c1c2sc(N3CCC[C@H](C(O)=NC4CC4)C3)nc2ncn1CC(O)=NCCC1=CCCCC1	722.1
O=C(c1ccccc1F)N1CCC[C@H](C(O)=Nc2ccc(Br)cc2F)C1	942.7
Cc1ccc2c(c1)cc(S(=O)(=O)c1ccccc1)c(=O)n2CC(=O)N1CCCC1	816.6
CC(C)N=C(O)Cn1c2ccccc2c2ncn(Cc3nc(-c4ccccc4)no3)c(=O)c21	847.5
CCS(=O)(=O)N1CCc2c(c(CN(C(=O)c3ccccc3)c3ccccc3)nn2C)C1	775.1
c1ccc(-c2nc(C[C@@H]3CCNC3)no2)cc1	608.4
O=C(c1cccc(Cl)c1)N1C[C@@H]2C[C@H](N=C(O)c3ccccc3)[C@H]1C2	748.0
CCc1cccc(C)c1Nc1c(-c2ccc(C)cc2)nc2ncccn12	878.3
CN(C)S(=O)(=O)c1cccc(-c2nnc(-c3ccccc3Br)o2)c1	946.7
COc1cc(NC(=O)c2cc3cc4cc(OC)ccc4nc3o2)cc(OC)c1	970.7
CCn1nc2ccc(S(=O)(=O)N3CCCCC3)cn2c1=O	743.9
Cc1nc2cc(-c3noc(Cc4ccccc4C)n3)ccc2o1	1055.6
CCCn1c(CN2CCCC2)nc2cc(N=C(O)C(C)C)ccc21	594.9
OCC[C@]1(C(O)=Nc2ccc(F)cc2F)CCN(Cc2ccccc2)C1	620.4
COCCN(CC(=O)N1CCc2sccc2[C@H]1COc1cccc(F)c1)C(=O)C1CCCC1	999.3
O=C(Nc1nc(-c2ccccc2)cs1)C(=O)c1c[nH]c2ccccc12	1072.5
Cn1ncc2c3ccccc3n(CCCC(O)=NCCN3CCCCC3)c2c1=O	618.5
CCCN=C(O)C1CCN(c2nc3ccsc3c(=O)n2-c2cccc(OC)c2)CC1	675.2
CC(C)CCN=C(O)Cn1ccn2nc(-c3ccccc3)c(CO)c2c1=O	758.4
CCN(CCN=C(O)CCc1cc2ccc(C)cc2nc1O)Cc1ccccc1	639.4
CN(C)CCN=C(O)COc1ccccc1-c1nnc(-c2ccccc2)o1	658.7
Cc1cc(OCC(O)=Nc2nc(-c3ccccc3)cs2)ccc1Cl	1177.5
O=C(O)C1=C[C@@H](c2cccc(Cl)c2)N2NC=NC2=N1	672.2
OC[C@@H]1CN(c2ncccn2)C[C@H]1N=C(O)c1ccc2c(c1)OCO2	606.3
COc1cc(C(O)=Nc2nc(-c3ccc(C)cc3)c(C)s2)c(Br)c(OC)c1OC	1189.8
O=C(CN=C(O)Nc1cccc(Br)c1)N1CCc2ccccc21	894.3
OC(=Nc1ccc(F)cc1F)N1CCC[C@@H](Cn2c(C3CC3)nc3cccnc32)C1	668.1
Cc1ccccc1C(O)=N[C@H]1CCN(c2cc(-c3cccs3)[nH]n2)C1	705.1
Cc1ccc(CN=C(O)[C@H]2CCCN(c3nnc4c(Cl)cccn34)C2)o1	703.9
O=c1ccc(-c2ccc(F)cc2)nn1CCc1nc(-c2cccc(Br)c2)no1	1101.2
COc1ccc(N=C(O)c2cn3c(n2)COCC3)cc1Cl	703.2
Cn1c(=O)n(CC(O)=Nc2ccc(F)cc2F)c(=O)c2cnc(-c3ccccc3)nc21	1002.0
COc1ccc(C(=O)Oc2cc(C)nn2-c2nc3ccccc3[nH]2)cc1	643.2
COc1ccc(-c2nc([C@@H]3CC(=O)N(c4ccc(C)cc4)C3)no2)cc1OC	937.4
Cc1ccc(S(=O)(=O)N=c2cc[nH]cc2)c(C)c1N(C)S(=O)(=O)c1ccc(F)cc1	625.2
CCCCc1ccc(NC(=O)N2CCc3nc[nH]c3C2)cc1	675.4
OC(=NCc1ccc(F)cc1Cl)c1ccc2c(c1)ncn2CCN1CCCC1	598.5
COC(=O)c1ccc(CSc2nnc(N3CCN(c4ccc(F)cc4)CC3)s2)o1	927.3
COc1ccc(N2C[C@H](c3noc(-c4ccc(C)cc4C)n3)CC2=O)cc1	1001.4
N#Cc1ccc(C(=O)N2CCC[C@H](COc3ccc(C(=O)NC4CC4)cc3)C2)cc1	756.6
COCc1noc([C@@H]2CC(F)(F)CN2C(=O)C2CC=CC2)n1	777.3
CCOC(=O)N1CCN(Cc2c(N=C(O)c3ccccc3)sc(C)c2C)CC1	630.4
Cc1ccc(NC(O)=Nc2cnn(-c3ncc(N4CCCC4)cn3)c2)c(Cl)c1	844.5
Cc1cc(Cl)ccc1S(=O)(=O)N1C[C@@H](F)C[C@H]1C(=O)N1CCCCC1	947.6
COc1ccc(N=C(O)N2CCC(c3cc(N)on3)CC2)cc1F	663.3
O=C(C[C@H]1OC(=O)c2ccccc21)c1ccc(Br)cc1	905.1
CC1CCN(C(=O)C2=CN(c3ccccc3)c3ccccc3S2(=O)=O)CC1	919.3
COc1ccc(C(=O)N2CCN(c3nc(-c4ccccc4)no3)CC2)cc1OC	849.1
COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCC(=O)OC(C)(C)C)N=C(O)[C@@H]1C3	1096.6
CC[C@@H](C)NC(O)=NCCc1nc2cccnc2n1Cc1ccccc1	684.9
N=C1NC[C@H]2c3ccccc3Cc3ccccc3N12	706.6
CN1CCC[C@H]1c1nc(C2CN(S(=O)(=O)Cc3ccccc3F)C2)no1	626.2
CC[C@@H](C(=O)N1CCN(c2cc(-c3ccccc3)ncn2)CC1)c1ccccc1	649.4
CCCCn1c(=O)c2c(nc3n2CCCCN3c2ccc(OCC)cc2)n(C)c1=O	1051.7
CC(C)(C)N=C(O)N1CCC[C@@H](c2nc(CCOCC3CCOCC3)no2)C1	727.7
Cc1cc(C(=O)N2CCC3(CC2)C[C@H](O)CCO3)c(C)o1	624.3
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C	861.7
CS(=O)(=O)NC[C@H]1CC[C@H](C(=O)Nc2ccc3c(c2)Cc2ccccc2-3)CC1	840.3
CC(C)c1cc(=O)n(CC(O)=Nc2cccc(-c3cn4c(n3)SCC4)c2)cn1	567.5
Cn1cnc2c(C(O)=Nc3cccc(Cl)c3)nn(-c3ccccc3)c2c1=O	945.3
COc1ccc(CN=C(O)[C@H]2CCCN(c3nnc4ccc(Cl)cn34)C2)cc1	656.9
O=C1CCCN1Cc1noc(-c2ccccc2)n1	731.1
Cc1nc(Cn2cccc2C(O)=Nc2ccc(Cl)cc2)no1	898.6
COC(=O)c1c(O)nc2ccc(F)cc2c1NCCN1CCCc2ccccc21	951.8
COC(=O)c1cc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2ccc(C)cc2)cn1C	869.1
OC(=Nc1cnn(-c2ncncc2N2CCCCC2)c1)C1CC1	603.9
O=C(NC[C@@H](c1ccsc1)N1CCCCCC1)C(=O)Nc1ccc2c(c1)OCCO2	569.6
COC[C@](C)(O)CN=C(O)Nc1cccs1	594.4
COc1cn2c(cc1=O)C(=O)N(CCN=C(O)C1c3ccccc3Oc3ccccc31)CC2	592.1
CCN1C(=O)COc2ccc(-c3csc(N=C(C)O)n3)cc21	718.8
CN=C(O)[C@@H]1CN(C(=O)c2cc(C)no2)C[C@H]1COC	558.0
CCCn1ccc2sc(C)c(C(O)=NCCC(C)C)c2c1=O	901.0
OC(CCc1csc(NC(O)=NC2CCCCC2)n1)=NCc1ccc2c(c1)OCO2	717.9
CCn1ccc2c(cc(C(=O)Nc3ccc(C)c(Cl)c3)n2C)c1=O	906.7
CN1C(=O)c2ccccc2Oc2ccc(C(O)=NCCCc3ccccc3)cc21	964.0
C[C@@H](N=C(O)C1CCN(c2cnn(Cc3ccccc3)c(=O)c2)CC1)c1cccs1	788.7
Cc1cc(C)c(N=C(O)Cn2c(=O)n(-c3ccc(F)cc3)c(=O)c3c2cc(C)n3C)c(C)c1	921.1
Cc1ccc(C)c(N=C(O)Cn2c(=O)n(-c3ccc(F)cc3)c(=O)c3c2cc(C)n3C)c1	930.8
N=c1c2c([nH]c3c1CCC3)CCCC2	623.5
COc1ccccc1N1CCN(Cc2nc3nc(C)cc(N(C)C)n3n2)CC1	606.4
Cc1c(S(=O)(=O)CCN=C(O)Nc2ccc3c(c2)OCO3)c2ccccc2n1C	728.9
O=C(C1=CN(c2cccc(F)c2)c2cc(F)ccc2S1(=O)=O)N1CCCCC1	871.9
CC(C)N1CCn2cc(S(=O)(=O)NCc3ccc(F)cc3F)cc2C1=O	762.6
CCCN=C(O)c1ccccc1OCc1nc(-c2ccccc2)no1	953.7
O=C1C[C@H](C(=O)N2CCCC2)CN1CCc1c[nH]c2ccc(Cl)cc12	731.4
Cc1ccc(N=C(O)CN2C(=O)CCc3cc(S(=O)(=O)N4CCCC[C@H]4C)ccc32)cc1F	1011.1
COc1cccc(CN=C(O)c2cc(N=C(C)O)cc3nc(C)ccc23)c1OC	593.6
O=C(CSc1nnc(N=C(O)COc2ccccc2)s1)N1CCCc2ccccc21	859.0
C=CCN1C(=O)COc2ccc(-c3nc(N=C(O)c4ccccc4C)sc3C)cc21	1048.2
Cn1c(=O)c(N2CCN(C(=O)c3cccc(F)c3)CC2)nc2ccccc21	863.7
CCN1CCN(c2nc(F)c(F)c(S(=O)(=O)CCNc3cccc(C(F)(F)F)c3)c2F)CC1	730.8
CCOC(=O)CCC(O)=NC[C@@H]1CN(c2ccc(Cl)c(Cl)c2)C(=O)O1	774.4
OC(=Nc1ccccc1)N1CC[C@@H](n2c(-c3ccco3)nc3cccnc32)C1	716.3
Fc1ccccc1CN1CCCN(c2ncccc2-c2nc(C3CC3)no2)CC1	675.4
Cc1ccc(-c2ocnc2C(=O)Nc2ccc(Br)cc2F)o1	1286.7
Cn1cc(C2=CCN(C(O)=NC3CCCC3)CC2)c2cccnc21	754.0
O=C1N(CC(O)=NCCCn2cccn2)CCN1Cc1ccc(F)cc1	671.7
CC(O)=Nc1ccc(C(=O)N[C@H]2CCN(c3cc(-c4cccs4)[nH]n3)C2)cc1	641.4
Cc1cccc(N2CCN(C(=O)c3ccc(CN4CCN(C(C)C)C(=O)C4=O)cc3)CC2)c1	758.9
Cc1oc(-c2ccc(NC(=O)Cc3ccc(Cl)cc3)cc2)nc1Cn1cccn1	940.8
CCc1ccc(NC(=O)Cn2cnc3onc(C)c3c2=O)cc1	843.4
N#Cc1ccc(C(=O)N2CCC[C@H]2c2nc(-c3cccc(C(F)(F)F)c3)no2)c(F)c1	1057.2
COc1ccccc1-c1noc(-c2nc(C)no2)n1	877.2
CCOC(=O)C1=C(C)N=C(O)N[C@H]1c1c(F)cccc1Cl	724.0
COc1ccc(-c2cc3c(=O)n(Cc4nc(-c5ccc(OC)cc5)oc4C)ccn3n2)cc1	1065.7
OC(=Nc1cccc(Cl)c1)Nc1cnn(-c2ncncc2N2CCOCC2)c1	735.3
CCOC(=O)[C@H](C)N=C(O)N1CCN(c2nc3ccccc3nc2C(F)(F)F)CC1	921.2
CCN1C(=O)C2(CCN(C(O)=NC3CCCCC3)CC2)c2ccccc21	866.9
CC(C)c1ccc(-c2cc3c4nn(CC(=O)N5CCCC5)c(=O)n4ccn3n2)cc1	916.4
CCn1cc(CN2CCC(C(O)=NCc3ccco3)CC2)c2ccccc21	658.3
Cc1noc(C)c1-c1ccc(S(=O)(=O)N2CCCCC2)cc1	961.2
CCc1noc(-c2cnc3nc(C)ccc3c2Nc2ccc3c(c2)OCO3)n1	719.6
CCC(=O)Nc1ccc2c(c1)CN(C(=O)c1ccc(Cl)cc1)[C@H](C(=O)N1CCCC1)C2	737.8
COc1ccc(-c2cc(N3CC[C@H](N=C(O)c4cccc(Br)c4)C3)n[nH]2)cc1	738.0
Cc1cc(C(=O)N2CC[C@@H](c3noc(-c4ccncc4)n3)C2)nn1C	660.6
O=C(Cc1csc(NC(O)=Nc2cccc(Cl)c2)n1)N1CCc2ccccc21	978.3
Cc1ccc(S(=O)(=O)N2CC(=O)N(c3ccc(F)cc3)[C@](C)(C(O)=NC3CCCC3)C2)cc1	955.8
CCOC(=O)c1c(C)c(CCC(O)=N[C@H](C)c2ccc3c(c2)OCCO3)n(C)c1C	845.2
CCOc1ccccc1N1CCN(C[C@H](O)c2ccc3c(c2)OCO3)CC1	664.2
Cc1ccc(CN=C(O)C2=CCN(Cc3ccccc3)CC2)o1	601.4
CC(C)NC(=O)c1ccc(OC[C@@H]2CCCN2C(=O)c2cccs2)cc1	818.1
C=CCN=C(O)N1CCCN(C2=NS(=O)(=O)C(c3ccc(C)c(C)c3)=C2C)CC1	770.0
CCn1c(C)c(-c2nc(C3CC3)no2)c(S(=O)(=O)NC[C@@H]2CCCO2)c1C	767.7
Cc1ccc(CN=C(O)Cn2nc(C)c3nn(-c4ccccc4)c(C)c3c2=O)o1	816.4
